country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","20-06-2026 19:00:00",25.03280,85.41948,PM10,31,107,58
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","20-06-2026 19:00:00",25.03280,85.41948,NO2,12,15,14
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","20-06-2026 19:00:00",25.03280,85.41948,NH3,3,3,3
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","20-06-2026 19:00:00",25.03280,85.41948,SO2,2,3,3
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","20-06-2026 19:00:00",25.03280,85.41948,OZONE,14,43,24
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","20-06-2026 19:00:00",25.892357,86.590325,PM2.5,18,119,56
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","20-06-2026 19:00:00",25.892357,86.590325,PM10,22,110,61
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","20-06-2026 19:00:00",25.859655,85.77944,OZONE,7,9,8
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","20-06-2026 19:00:00",26.2271665,84.3570427,PM2.5,13,240,74
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","20-06-2026 19:00:00",30.735567,76.775714,PM10,32,68,53
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","20-06-2026 19:00:00",30.735567,76.775714,SO2,5,17,8
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","20-06-2026 19:00:00",30.735567,76.775714,CO,50,64,52
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","20-06-2026 19:00:00",30.751462,76.762879,PM10,63,106,90
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","20-06-2026 19:00:00",30.751462,76.762879,NH3,12,12,12
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","20-06-2026 19:00:00",30.719859,76.738637,CO,28,62,43
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","20-06-2026 19:00:00",21.194815,81.314770,PM2.5,11,23,16
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","20-06-2026 19:00:00",21.194815,81.314770,PM10,14,24,19
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","20-06-2026 19:00:00",21.194815,81.314770,NH3,3,4,3
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","20-06-2026 19:00:00",21.194815,81.314770,SO2,5,12,7
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","20-06-2026 19:00:00",21.194815,81.314770,CO,5,32,8
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","20-06-2026 19:00:00",21.194815,81.314770,OZONE,9,61,51
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","20-06-2026 19:00:00",26.10887,91.589544,NH3,2,5,4
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","20-06-2026 19:00:00",26.10887,91.589544,OZONE,21,55,45
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","20-06-2026 19:00:00",26.187500,91.744194,PM2.5,3,500,162
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","20-06-2026 19:00:00",26.187500,91.744194,NO2,NA,NA,NA
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","20-06-2026 19:00:00",26.187500,91.744194,SO2,27,30,28
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","20-06-2026 19:00:00",26.187500,91.744194,CO,18,34,23
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","20-06-2026 19:00:00",26.181742,91.78063,OZONE,2,2,2
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","20-06-2026 19:00:00",26.349082,92.68449,PM2.5,43,87,62
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","20-06-2026 19:00:00",26.349082,92.68449,NO2,1,138,19
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","20-06-2026 19:00:00",26.349082,92.68449,OZONE,9,14,11
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","20-06-2026 19:00:00",26.446912,91.439057,NH3,6,6,6
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","20-06-2026 19:00:00",26.987634,94.636574,PM10,23,32,27
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","20-06-2026 19:00:00",26.987634,94.636574,CO,12,24,14
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","20-06-2026 19:00:00",26.146529,87.454184,PM2.5,32,133,64
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","20-06-2026 19:00:00",25.5626095,84.663264,NO2,5,8,7
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","20-06-2026 19:00:00",25.5626095,84.663264,OZONE,5,10,8
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","20-06-2026 19:00:00",21.224231,81.408350,NH3,4,5,5
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","20-06-2026 19:00:00",22.118125,83.140608,PM10,28,44,37
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","20-06-2026 19:00:00",22.118125,83.140608,SO2,4,69,21
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","20-06-2026 19:00:00",22.368195,82.746431,NO2,13,53,27
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","20-06-2026 19:00:00",22.126650,83.483212,NO2,11,102,38
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","20-06-2026 19:00:00",22.126650,83.483212,OZONE,3,14,7
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","20-06-2026 19:00:00",22.1910172,83.5197009,SO2,15,26,17
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","20-06-2026 19:00:00",22.1910172,83.5197009,OZONE,6,125,89
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","20-06-2026 19:00:00",21.258815,81.578979,NH3,4,4,4
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","20-06-2026 19:00:00",21.219665,81.630094,NO2,2,15,8
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","20-06-2026 19:00:00",21.237755,81.705301,NO2,1,7,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","20-06-2026 19:00:00",21.237755,81.705301,OZONE,1,4,3
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","20-06-2026 19:00:00",21.371751,81.664929,PM2.5,20,310,119
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","20-06-2026 19:00:00",21.371751,81.664929,PM10,51,147,102
India,Andhra_Pradesh,Eluru,"District Court, Eluru - APPCB","20-06-2026 19:00:00",16.711754,81.092095,CO,6,44,18
India,Andhra_Pradesh,Eluru,"District Court, Eluru - APPCB","20-06-2026 19:00:00",16.711754,81.092095,OZONE,10,37,27
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","20-06-2026 19:00:00",14.465052,78.824187,SO2,10,14,14
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","20-06-2026 19:00:00",16.186555,81.13219,OZONE,33,74,42
India,Andhra_Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ","20-06-2026 19:00:00","14.438164 ","79.966814 ",PM2.5,56,70,63
India,Andhra_Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ","20-06-2026 19:00:00","14.438164 ","79.966814 ",NO2,29,31,30
India,Andhra_Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ","20-06-2026 19:00:00","14.438164 ","79.966814 ",CO,30,45,32
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","20-06-2026 19:00:00",16.9872867,81.7363176,NH3,3,4,4
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","20-06-2026 19:00:00",13.67,79.35,OZONE,12,84,27
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","20-06-2026 19:00:00",13.615387,79.409230,SO2,10,24,22
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","20-06-2026 19:00:00",16.536107,80.594233,PM2.5,46,62,53
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","20-06-2026 19:00:00",25.42742023,86.13886079,PM2.5,32,173,76
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","20-06-2026 19:00:00",25.42742023,86.13886079,PM10,39,148,89
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","20-06-2026 19:00:00",25.42742023,86.13886079,NH3,15,17,16
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","20-06-2026 19:00:00",26.80365,84.51954,PM2.5,10,70,44
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","20-06-2026 19:00:00",26.80365,84.51954,CO,28,44,36
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","20-06-2026 19:00:00",25.251013,86.989001,PM10,30,371,83
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","20-06-2026 19:00:00",25.265194,87.012947,PM2.5,13,247,65
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","20-06-2026 19:00:00",25.265194,87.012947,NO2,7,8,7
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","20-06-2026 19:00:00",25.265194,87.012947,OZONE,19,111,34
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","20-06-2026 19:00:00",25.204762,85.514960,SO2,6,7,7
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","20-06-2026 19:00:00",25.204762,85.514960,OZONE,1,3,2
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","20-06-2026 19:00:00",25.567520,83.966379,NO2,9,10,9
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","20-06-2026 19:00:00",25.567520,83.966379,OZONE,33,220,132
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","20-06-2026 19:00:00",16.536107,80.594233,OZONE,16,32,25
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","20-06-2026 19:00:00",16.486692,80.699436,NO2,25,31,28
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","20-06-2026 19:00:00",16.509717,80.612222,NH3,4,7,5
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","20-06-2026 19:00:00",16.554731,80.649110,PM2.5,41,52,44
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","20-06-2026 19:00:00",16.554731,80.649110,NH3,3,6,4
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","20-06-2026 19:00:00",17.72,83.3,PM2.5,7,107,57
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","20-06-2026 19:00:00",17.72,83.3,PM10,58,168,113
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","20-06-2026 19:00:00",27.103358,93.679645,SO2,10,11,10
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","20-06-2026 19:00:00",27.103358,93.679645,OZONE,6,6,6
India,Assam,Guwahati,"IITG, Guwahati - PCBA","20-06-2026 19:00:00",26.2028636,91.70046436,SO2,35,42,39
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","20-06-2026 19:00:00",26.10887,91.589544,PM2.5,19,71,45
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","20-06-2026 19:00:00",26.1403345,85.3650192,SO2,4,14,8
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","20-06-2026 19:00:00",26.1209,85.3647,NO2,2,7,5
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","20-06-2026 19:00:00",25.592539,85.227158,OZONE,20,90,82
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","20-06-2026 19:00:00",25.610369,85.132568,NO2,2,2,2
India,Bihar,Patna,"Muradpur, Patna - BSPCB","20-06-2026 19:00:00",25.619651,85.147382,SO2,12,13,12
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","20-06-2026 19:00:00",25.599486,85.113666,CO,24,65,41
India,Bihar,Patna,"Samanpura, Patna - BSPCB","20-06-2026 19:00:00",25.596727,85.085624,PM2.5,46,124,75
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","20-06-2026 19:00:00",25.366336,87.117468,NO2,5,7,6
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","20-06-2026 19:00:00",25.366336,87.117468,CO,54,102,57
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","20-06-2026 19:00:00",22.06631475,83.33820077,PM10,18,129,40
India,Delhi,Delhi,"Alipur, Delhi - DPCC","20-06-2026 19:00:00",28.815329,77.153010,PM2.5,42,180,80
India,Delhi,Delhi,"Alipur, Delhi - DPCC","20-06-2026 19:00:00",28.815329,77.153010,PM10,118,187,139
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","20-06-2026 19:00:00",28.647622,77.3158090,SO2,10,27,18
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","20-06-2026 19:00:00",28.695381,77.181665,NO2,11,35,22
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","20-06-2026 19:00:00",28.695381,77.181665,SO2,17,25,21
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM","20-06-2026 19:00:00",28.5512005,77.2735737,OZONE,9,71,48
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ","20-06-2026 19:00:00","28.594169 ","77.125100 ",PM2.5,28,214,56
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ","20-06-2026 19:00:00","28.594169 ","77.125100 ",OZONE,7,104,64
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","20-06-2026 19:00:00",24.792403,84.992416,PM2.5,18,77,47
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","20-06-2026 19:00:00",24.792403,84.992416,NO2,11,13,12
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","20-06-2026 19:00:00",25.560083,87.553265,PM2.5,8,37,21
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","20-06-2026 19:00:00",25.560083,87.553265,OZONE,6,58,21
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","20-06-2026 19:00:00",26.0881305,87.93840336,PM10,63,130,88
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","20-06-2026 19:00:00",26.0881305,87.93840336,SO2,8,10,9
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","20-06-2026 19:00:00",26.0881305,87.93840336,CO,12,14,14
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","20-06-2026 19:00:00",27.308328,84.531742,NO2,NA,NA,NA
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","20-06-2026 19:00:00",27.308328,84.531742,SO2,NA,NA,NA
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","20-06-2026 19:00:00",26.63086,84.90051,PM2.5,27,123,61
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","20-06-2026 19:00:00",16.5150833,80.5181667,NO2,13,35,17
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","20-06-2026 19:00:00",14.675886,77.593027,NO2,18,29,21
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","20-06-2026 19:00:00",14.675886,77.593027,NH3,1,4,4
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","20-06-2026 19:00:00",14.675886,77.593027,CO,8,51,21
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","20-06-2026 19:00:00",13.204880,79.097889,PM10,60,77,67
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","20-06-2026 19:00:00",13.204880,79.097889,NO2,22,42,39
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","20-06-2026 19:00:00",13.204880,79.097889,NH3,6,8,7
India,Andhra_Pradesh,Eluru,"District Court, Eluru - APPCB","20-06-2026 19:00:00",16.711754,81.092095,NO2,9,37,17
India,Andhra_Pradesh,Eluru,"District Court, Eluru - APPCB","20-06-2026 19:00:00",16.711754,81.092095,NH3,2,4,3
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","20-06-2026 19:00:00",28.563262,77.186937,PM10,83,241,145
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","20-06-2026 19:00:00",28.563262,77.186937,NO2,14,85,44
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","20-06-2026 19:00:00",28.563262,77.186937,SO2,8,125,23
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","20-06-2026 19:00:00",28.563262,77.186937,OZONE,4,53,38
India,Delhi,Delhi,"Rohini, Delhi - DPCC","20-06-2026 19:00:00",28.732528,77.119920,PM10,109,216,143
India,Delhi,Delhi,"Rohini, Delhi - DPCC","20-06-2026 19:00:00",28.732528,77.119920,NO2,6,35,16
India,Delhi,Delhi,"Rohini, Delhi - DPCC","20-06-2026 19:00:00",28.732528,77.119920,NH3,4,8,6
India,Delhi,Delhi,"Rohini, Delhi - DPCC","20-06-2026 19:00:00",28.732528,77.119920,CO,30,77,37
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","20-06-2026 19:00:00",28.6514781,77.1473105,PM2.5,40,304,101
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","20-06-2026 19:00:00",28.6514781,77.1473105,SO2,2,16,7
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","20-06-2026 19:00:00",28.5504249,77.2159377,SO2,29,40,34
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","20-06-2026 19:00:00",28.710508,77.249485,CO,18,72,30
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","20-06-2026 19:00:00",28.710508,77.249485,OZONE,7,49,38
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","20-06-2026 19:00:00",28.531346,77.190156,PM10,83,156,117
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","20-06-2026 19:00:00",28.531346,77.190156,OZONE,5,43,24
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","20-06-2026 19:00:00",28.621810,77.1944633,SO2,6,15,9
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","20-06-2026 19:00:00",28.621810,77.1944633,CO,43,61,51
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","20-06-2026 19:00:00",28.672342,77.315260,PM2.5,40,93,66
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","20-06-2026 19:00:00",28.699793,77.165453,PM10,120,224,163
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","20-06-2026 19:00:00",28.699793,77.165453,SO2,10,14,12
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","20-06-2026 19:00:00",30.379589,76.778328,NH3,7,8,8
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","20-06-2026 19:00:00",28.6701,76.9254,PM10,64,120,99
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","20-06-2026 19:00:00",28.6701,76.9254,NO2,11,19,14
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","20-06-2026 19:00:00",28.6701,76.9254,OZONE,22,28,26
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","20-06-2026 19:00:00",28.3419248,77.319699,NH3,3,3,3
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","20-06-2026 19:00:00",28.3419248,77.319699,OZONE,14,44,36
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","20-06-2026 19:00:00",28.806223,76.141105,PM2.5,80,186,158
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","20-06-2026 19:00:00",28.806223,76.141105,NO2,7,10,9
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","20-06-2026 19:00:00",28.806223,76.141105,SO2,1,8,4
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","20-06-2026 19:00:00",28.206800,76.799700,CO,23,49,38
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","20-06-2026 19:00:00",28.39072,77.30059,SO2,5,17,10
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","20-06-2026 19:00:00",28.376058,77.315741,OZONE,14,15,15
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","20-06-2026 19:00:00",28.4417,77.3217,PM2.5,59,141,86
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","20-06-2026 19:00:00",28.4417,77.3217,NH3,11,12,11
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","20-06-2026 19:00:00",29.503664,75.467934,PM2.5,13,106,55
India,Delhi,Delhi,"DTU, Delhi - CPCB","20-06-2026 19:00:00",28.7500499,77.1112615,SO2,21,35,25
India,Delhi,Delhi,"DTU, Delhi - CPCB","20-06-2026 19:00:00",28.7500499,77.1112615,CO,18,30,20
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","20-06-2026 19:00:00",28.498571,77.264840,PM2.5,27,85,54
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","20-06-2026 19:00:00",28.5710274,77.0719006,PM10,114,328,167
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM","20-06-2026 19:00:00",28.5627763,77.1180053,NO2,30,65,43
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","20-06-2026 19:00:00","28.493624 ","77.201159 ",PM2.5,21,48,35
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","20-06-2026 19:00:00","28.493624 ","77.201159 ",CO,11,26,15
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","20-06-2026 19:00:00","28.493624 ","77.201159 ",OZONE,7,31,26
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","20-06-2026 19:00:00",28.6811736,77.3025234,PM10,97,118,105
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","20-06-2026 19:00:00",28.6811736,77.3025234,CO,62,115,110
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM","20-06-2026 19:00:00",28.5918245,77.2273074,OZONE,19,146,96
India,Delhi,Delhi,"ITO, Delhi - CPCB","20-06-2026 19:00:00",28.628624,77.241060,PM2.5,44,134,67
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","20-06-2026 19:00:00",29.503664,75.467934,CO,13,42,34
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","20-06-2026 19:00:00",29.503664,75.467934,OZONE,53,156,112
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","20-06-2026 19:00:00",28.4501238,77.0263051,CO,48,103,70
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","20-06-2026 19:00:00",29.140560,75.744941,PM2.5,49,128,76
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","20-06-2026 19:00:00",29.140560,75.744941,CO,49,64,53
India,Haryana,Jind,"Police Lines, Jind - HSPCB","20-06-2026 19:00:00",29.307814,76.337619,CO,2,94,28
India,Haryana,Jind,"Police Lines, Jind - HSPCB","20-06-2026 19:00:00",29.307814,76.337619,OZONE,21,58,52
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","20-06-2026 19:00:00",29.8006,76.4155,PM2.5,62,120,78
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","20-06-2026 19:00:00",29.8006,76.4155,PM10,76,123,93
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","20-06-2026 19:00:00",29.695300,77.002700,NH3,6,7,6
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","20-06-2026 19:00:00",29.966942,76.875879,NO2,5,5,5
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","20-06-2026 19:00:00",23.243639,72.68994,PM2.5,14,35,25
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","20-06-2026 19:00:00",23.221714,72.654328,SO2,11,32,19
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","20-06-2026 19:00:00",22.248853,70.776774,PM10,40,84,59
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","20-06-2026 19:00:00",22.248853,70.776774,CO,78,80,79
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","20-06-2026 19:00:00","21.217779 ","72.834787 ",OZONE,8,10,9
India,Gujarat,Surat,"Science Center, Surat - SMC","20-06-2026 19:00:00",21.170046,72.795405,PM10,25,53,35
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","20-06-2026 19:00:00",22.320153,73.216285,SO2,6,8,6
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","20-06-2026 19:00:00",22.320153,73.216285,CO,83,96,91
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","20-06-2026 19:00:00",30.379589,76.778328,PM2.5,36,95,64
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","20-06-2026 19:00:00",30.379589,76.778328,PM10,102,155,129
India,Delhi,Delhi,"JNU, Delhi - DPCC","20-06-2026 19:00:00","28.540721 ","77.168544 ",NO2,7,98,36
India,Delhi,Delhi,"JNU, Delhi - DPCC","20-06-2026 19:00:00","28.540721 ","77.168544 ",SO2,1,10,3
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","20-06-2026 19:00:00",28.732820,77.170633,SO2,11,26,19
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","20-06-2026 19:00:00",28.580280,77.233829,CO,14,106,28
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","20-06-2026 19:00:00",28.636429,77.201067,SO2,5,58,33
India,Delhi,Delhi,"Mundka, Delhi - DPCC","20-06-2026 19:00:00",28.684678,77.076574,CO,32,54,35
India,Delhi,Delhi,"Mundka, Delhi - DPCC","20-06-2026 19:00:00",28.684678,77.076574,OZONE,3,20,16
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","20-06-2026 19:00:00",28.60909,77.0325413,NO2,24,77,42
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","20-06-2026 19:00:00","28.594004 ","76.909423 ",PM2.5,43,250,97
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","20-06-2026 19:00:00","28.594004 ","76.909423 ",SO2,2,5,4
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","20-06-2026 19:00:00","28.594004 ","76.909423 ",OZONE,1,19,12
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","20-06-2026 19:00:00",22.977134,72.553024,CO,21,40,26
